code,cpv_descr
427000003,machinery for textile apparel and leather production
427100006,machinery for textiles
427110003,machines for processing man made textile materials
427120000,textile spinning machines
427130007,weaving machines
427140004,knitting machines
427150001,sewing machines
427160008,laundry washing dry cleaning and drying machines
427161009,washing installation
427161102,washing equipment
427161205,washing machines
427161308,dry cleaning machines
427162000,drying machines
427170005,linen ironing and folding equipment
427171006,linen folding equipment
427180002,textile finishing machinery
427181003,ironing machines
427182004,ironing presses
427200009,parts of machinery for textile and apparel production
428000004,machinery for paper or paperboard production
428100007,parts of machinery for paper or paperboard production
429000005,miscellaneous general and special purpose machinery
429100008,distilling filtering or rectifying apparatus
429120002,liquid filtering or purifying machinery and apparatus
429121003,machinery and apparatus for filtering liquids
429121106,drilling mud filtering apparatus
429121209,hydrocyclone machinery
429121302,apparatus for filtering or purifying beverages
429123005,machinery and apparatus for filtering or purifying water
429123108,water filtration apparatus
429123201,de aeration apparatus
429123304,water purifying apparatus
429123407,desalination apparatus
429123500,filtration plant equipment
429130009,oil petrol and air intake filters
429133002,oil filters
429134003,petrol filters
429135004,air intake filters
429140006,recycling equipment
429200001,machinery for cleaning bottles packing and weighing and spraying machinery
429210008,machinery for cleaning filling packing or wrapping bottles or other containers
429211009,machinery for cleaning or drying bottles or other containers
429212000,machinery for filling or closing bottles cans or other containers
429213001,packing or wrapping machinery
429213104,strapping machines
429213207,packaging machines
429213300,wrapping machines
429230002,weighing machinery and scales
429231003,weighing machinery
429231106,balances
429232004,scales
429232107,shop scales
429232200,scales for continuous weighing of goods
429232303,checkweigher scales
429242001,steam or sand blasting machines
429243002,spraying equipment
429243105,spray guns
429247006,mechanical appliances for projecting dispersing or spraying
429247109,gas dispersing apparatus
429247202,decontamination equipment
429247305,pressurised water cleaning apparatus
429247408,high pressure cleaning apparatus
429247903,odour masking apparatus
429300004,centrifuges calendering or vending machines
429310001,centrifuges
429311002,laboratory centrifuges and accessories
429311105,floor model centrifuges
429311208,tabletop centrifuges
429311301,inserts for centrifuges
429311404,rotary equipment for centrifuges
429320008,calendering machines
429321009,rolling machines
429330005,vending machines
429331006,sanitary vending machines
429332007,stamp vending machines
429333008,automatic goods vending machines
429400007,machinery for the heat treatment of materials
429410004,machinery for the heat treatment of gas
429420001,ovens and accessories
429422003,vacuum ovens
429430008,thermostatic baths and accessories
429431009,refrigeration coils
429432000,ultrasonic baths
429432103,immersion thermostats
429433001,immersion coolers
429434002,refrigerated and refrigerated heating circulators
429435003,recirculating coolers
429436004,high temperature circulators
429437005,heating circulators
429437108,bath covers
429500000,parts of general purpose machinery
429520004,parts of centrifuges
429530001,parts of calendering machines
429540008,parts of rolling machines
429550005,parts of filtering machinery
429560002,parts of purifying machinery
429570009,parts of spraying machines
429580006,weights for weighing machines
429590003,non domestic dishwashing machines
429600003,command and control system printing graphics office automation and information processing equipment
429610000,command and control system
429611001,access control system
429612002,scada or equivalent system
429613003,vehicle location system
429614004,dispatch system
429620007,printing and graphics equipment
429621008,film printing system
429622009,printing press
429623000,graphics workstations
429624001,hectographs
429625002,engraving machines
429630004,coin press
429640001,office automation equipment
429650008,information processing equipment
429651009,warehouse management system
429651102,depot system
429670002,controller unit
429671003,digital remote control unit
429680009,dispensers
429681000,drinks dispensers
429682001,sanitary dispensing machines
429683002,toilet roll dispenser system
429700006,parts of dishwashing machines and of machines for cleaning filling packing or wrapping
429710003,parts of dishwashing machines
429720000,parts of cleaning machines
429730007,parts of filling machines
429740004,parts of packing machines
429750001,parts of wrapping machines
429800009,gas generators
429810006,ozone generators
429900002,miscellaneous special purpose machinery
429910009,paper printing and bookbinding machinery and parts
429911000,bookbinding machinery
429911103,book sewing machinery
429912001,printing machinery
429912104,offset printing machinery
429912207,typesetting machinery
429912300,ticket printers
429913002,photocomposing system
429914003,dryers for wood paper pulp paper or paperboard
429915004,parts of printing or bookbinding machinery
429920006,special purpose electrical goods
429921007,faraday cage
429922008,anechoic chamber
429923009,electromagnetic absorbent material
429930003,chemical industry machinery
429931004,chlorinators
429932005,dosing plant
429940000,machinery for working rubber or plastics
429941001,machines for the production of plastic windows and frames
429942002,machinery for working plastics
429942208,lamination accessories
429942301,laminators
429950007,miscellaneous cleaning machines
429951008,tunnel washer
429952009,beach cleaning machines
429960004,machinery for the treatment of sewage
429961005,comminutors
429961108,macerators for the treatment of sewage
429962006,sewage presses
429963007,scrapers
429964008,mixer units
429965009,sewage screens
429966000,oxygenation equipment
429967001,precipitators
429968002,sedimentation beds
429969003,sludge processing equipment
429970001,pipeline machinery
429971002,machines for inspecting the internal surface of pipelines
429972003,machines for cleaning the internal surface of pipelines
429973004,industrial robots
429980008,pallet picking system
429981009,pallet retrieving system
429990005,non domestic vacuum cleaners and floor polishers
429991006,non domestic vacuum cleaners
429992007,non domestic floor polishers
429993008,parts of non domestic vacuum cleaners
429994009,parts of non domestic floor polishers
430000003,machinery for mining quarrying construction equipment
431000004,mining equipment
431200000,coal or rock cutters and tunnelling machinery and boring or sinking machinery
431210007,well drilling machinery
431211008,wellhead running tools
431212009,riser connector apparatus
431213000,well completion equipment
431214001,well intervention equipment
431215002,well testing equipment
431216003,blowout prevention bop apparatus
431220004,coal or rock cutting machinery
431230001,tunnelling machinery
431240008,boring machinery
431241009,moles
431249007,rock drilling equipment
431250005,sinking machinery
431300003,drilling equipment
431310000,offshore production platforms
431311001,offshore equipment
431312002,offshore drilling unit
431320007,oil drilling equipment
431321008,drilling machinery
431322009,drilling rig
431323000,drills
431324001,line equipment
431325002,liner hangers
431330004,oil platform equipment
431331005,skid units
431332006,skid mounted modules
431340001,oil field machinery
431341002,submersible pumps
431350008,subsea equipment
431351009,subsea control systems
431360005,downhole equipment
431400006,mobile hydraulic powered mine roof supports
432000005,earthmoving and excavating machinery and associated parts
432100008,earthmoving machinery
432110005,bulldozers
432120002,angle dozers
432200001,graders and levellers
432210008,road graders
432300004,scraper machines
432400007,tamping machines
432500000,front end shovel loaders
432510007,front end shovel loaders with backhoe
432520004,front end shovel loaders without backhoe
432600003,mechanical shovels excavators and shovel loaders and mining machinery
432610000,mechanical shovels
432611001,mechanical shovel loaders
432620007,excavating machinery
432621008,mechanical excavators
433000006,construction machinery and equipment
433100009,civil engineering machinery
433110006,pile drivers
433120003,road surfacing machinery
433121004,planers
433122005,chippers
433123006,paving machinery
433124007,road rollers
433125008,mechanical rollers
433130000,snowploughs and snowblowers
433131001,snowploughs
433132002,snowblowers
433140007,pile extractors
433150004,compacting machinery
433160001,cable laying machinery
433200002,construction equipment
433210009,bridge suspension equipment
433220006,dismantling equipment
433230003,irrigation equipment
433240000,drainage equipment
433241001,equipment for swimming pools
433250007,park and playground equipment
433251008,grounds maintenance equipment
433270001,prefabricated equipment
433280008,hydraulic installations
433281009,hydraulic equipment
433290005,equipment sets
434000007,mineral processing and foundry mould forming machinery
434100000,mineral processing machinery
434110007,sorting and screening machines
434120004,machines for mixing gravel with bitumen
434130001,concrete or mortar mixers
434131002,cement mixers
434140008,grinding machines
434141009,coal pulverising mills
434150005,foundry moulds
434200003,foundry mould forming machinery
435000008,track laying vehicles
436000009,parts of machinery for mining quarrying and construction
436100002,parts for boring machinery
436110009,parts for well drilling machinery
436111000,bridge plugs
436112001,industrial drill bits
436113002,drilling jars
436114003,iron roughnecks
436115004,rotary tables
436116005,mudline suspension equipment
436117006,tieback equipment
436120006,parts of well extraction machinery
436121007,casing hangers
436122008,liner hanger equipment
436123009,production riser tensioners
436124000,wellheads
436125001,production riser tieback equipment
436126002,wellhead control system
436127003,wellhead equipment
436128004,rig jacking systems
436130003,parts of coal or rock cutting machinery
436131004,parts of coal cutting machinery
436132005,parts of rock cutting machinery
436140000,parts of tunnelling machinery
436200005,parts of mineral processing machinery
436300008,parts of sinking machinery
436400001,parts of excavating machinery
437000000,machinery for metallurgy and associated parts
437100003,metal rolling machinery
437110000,parts of metal rolling machinery
437200006,casting machines
437210003,parts of casting machines
438000001,workshop equipment
438100004,woodworking equipment
438110001,sanding machines
438120008,sawing equipment
438200007,shoe making equipment
438300000,power tools
438400003,blacksmiths equipment
440000000,construction structures and materials auxiliary products to construction except electric apparatus
441000001,construction materials and associated items
441100004,construction materials
441110001,building materials
441111002,bricks
441112003,cement
441112106,drilling cement
441113004,ceramics
441114005,paints and wallcoverings
441115006,insulators and insulating fittings
441115109,insulators
441115116,electrical insulators
441115202,thermal insulating material
441115305,electrical insulating fittings
441115408,insulating glass
441116007,blocks
441117008,tiles
441118009,mortar construction
441119000,ceramic flags
441120008,miscellaneous building structures
441121009,shelters
441121102,shelter parts
441121205,profile sections
441122000,floor coverings
441122103,solid flooring
441122206,false floors
441122309,linoleum
441122402,parquet
441123001,partitions
441123104,partition walls
441124002,roof
441124105,roof frames
441124208,roof supports
441124301,roof trusses
441125003,roofing materials
441125106,shingles
441126004,sound insulation
441127005,beams
441130005,road construction materials
441131006,paving materials
441131202,paving slabs
441131305,paving stones
441131408,roadstone
441132007,flagstones
441133008,coated materials
441133101,coated road materials
441133204,coated roadstone
441133307,coating materials
441135000,glass beads
441136001,bitumen and asphalt
441136104,bitumen
441136207,asphalt
441137002,road repair materials
441138003,road surfacing materials
441138106,surface dressing
441139004,road maintenance materials
441139107,winter maintenance materials
441140002,concrete
441141003,ready mixed concrete
441142004,concrete products
441142107,concrete piles
441142200,concrete pipes and fittings
441142509,concrete slabs
441150009,building fittings
441151000,ducting
441152001,plumbing and heating materials
441152104,plumbing materials
441152207,heating materials
441153105,roller type shutters
441154003,skylights
441155004,sprinkler systems
441156005,stairlifts
441157006,exterior blinds
441157109,canopies
441158007,building internal fittings
441158100,curtain rails and hangings
441158117,curtain rails
441159008,sun protection devices
441300000,sewer mains
441310007,sewage chambers
441320004,culvert elements
441330001,ductile iron end caps
441340008,bends
441400003,products related to construction materials
441410000,conduit
441411001,electric conduit
441420007,frames
441430004,pallets
441440001,posts
441600009,pipeline piping pipes casing tubing and related items
441610006,pipelines
441611007,gas pipelines
441611100,gas distribution network
441612008,water mains
441614000,underwater pipeline
441614103,subsea pipelines
441615001,high pressure pipeline
441616002,low pressure pipeline
441617003,pipeline pigs
441617106,pig launchers
441617209,pig receivers
441617302,pig traps
441620003,piping
441621004,piping supplies
441622005,distribution piping
441623006,outfall piping
441624007,vitrified clay manholes
441625008,drinking water piping
441630000,pipes and fittings
441631001,pipes
441631104,drainage pipes
441631111,drain pipes
441631128,drainage system
441631207,distance heating pipes
441631214,heating pipes
441631300,sewer pipes
441631403,steam and water pipes
441631506,low pressure pipes
441631609,distribution pipes and accessories
441632002,pipe fittings
441632105,pipe clamps
441632301,pipe connectors
441632404,pipe joints
441632411,insulated joints
441640007,casing and tubing
441641008,casing
441642009,tubing
441643000,tubular goods
441643103,tubes and fittings
441650004,hoses risers and sleeves
441651005,hoses
441651108,drilling hoses
441652006,risers
441652109,flexible risers
441653007,sleeves
441660001,oil country tubular goods
441670008,various pipe fittings
441671009,couplings
441671102,flanges
441671119,flange adaptors
441672000,repair clamps and collars
441673001,bends tees and pipe fittings
441674002,elbows
441700002,plates sheets strip and foil related to construction materials
441710009,plates construction
441720006,sheets construction
441730003,strip
441740000,foil
441750007,panels
441760004,film
441900008,miscellaneous construction materials
441910005,miscellaneous construction materials in wood
441911006,plywood
441912007,laminated wood
441913008,particle board
441914009,fibreboard
441915000,densified wood
441916001,parquet panels
441920002,other miscellaneous construction materials
441921003,pvc foam
441922004,nails
442000002,structural products
442100005,structures and parts of structures
442110002,prefabricated buildings
442111003,modular and portable buildings
442111106,cabins
442112004,cubicles
442113005,field hospital
442114006,field kitchens
442115007,glasshouses
442120009,structural products and parts except prefabricated buildings
442121000,bridge
442121103,bridge sections
442121206,structures of bridges
442122001,towers lattice masts derricks and pylons
442122104,derricks
442122111,drilling derricks
442122128,static drilling derricks
442122207,pylons poles and pickets
442122214,pylons
442122221,electricity transmission pylons
442122238,pylon supports
442122245,poles for carrying overhead lines
442122252,poles
442122269,electricity poles
442122276,pickets
442122300,towers
442122331,water towers
442122403,girders
442122506,masts
442122609,radio or television masts
442122616,radio masts
442122623,television masts
442122630,lattice masts
442123002,structures and parts
442123105,scaffolding
442123112,arch struts
442123129,arch stilts
442123136,supports
442123143,pipe hanging brackets
442123150,equipment for scaffolding
442123167,arch clips
442123174,scaffolding structures
442123181,pipeline supports
442123208,miscellaneous structures
442123215,bus shelters
442123222,telephone booths
442123291,security screens
442123806,parts of structures
442123813,cladding
442123820,floodgates
442123837,lock gates
442123909,sluices
442123916,sluice gates
442124003,piling
442124106,sheet piling
442125004,angles and sections
442125107,angles
442125200,sections
442200008,builders joinery
442210005,windows doors and related items
442211006,windows
442211109,window frames
442211116,double glazed units
442211202,french windows
442212007,doors
442212100,door blanks
442212117,door frames
442212124,door screens
442212131,door thresholds
442212203,fire doors
442212306,sliding doors
442212409,garage doors
442213008,gates
442213101,access gates
442214009,shutters
442215000,thresholds
442300001,builders carpentry
442310008,made up fencing panels
442320005,timber roof trusses
442330002,staircases
443000003,cable wire and related products
443100006,wire products
443110003,stranded wire
443120000,fencing wire
443123003,barbed wire
443130007,metal netting
443131008,wire mesh fencing
443132009,wire cloth
443150001,wire rods
443151002,welding accessories
443152003,welding materials
443153004,soldering or brazing materials
443153107,soldering materials
443153200,brazing materials
443160008,ironmongery
443161009,anvils
443162000,portable forge
443163001,grilles
443164002,hardware
443165003,smiths wares
443165106,blacksmiths wares
443170005,iron or steel slings
443180002,conductors
443200009,cable and related products
443210006,cable
443220003,cable accessories
443221004,cable conduits
443222005,cable connectors
443223006,cable ducts
443224007,cable fasteners
443300002,bars rods wire and profiles used in construction
443310009,bars
443320006,rods construction
443330003,wire
443340000,profiles
444000004,miscellaneous fabricated products and related items
444100007,articles for the bathroom and kitchen
444110004,sanitary ware
444111005,taps
444112006,baths
444113007,washbasins
444114008,shower basins
444116000,bidets
444117001,lavatory seats covers bowls and cisterns
444117104,lavatory seats
444117207,lavatory covers
444117403,lavatory bowls
444117506,lavatory cisterns
444118002,urinals
444200000,goods used in construction
444210007,armoured or reinforced safes strongboxes and doors
444213000,safes
444215002,armoured or reinforced doors
444216003,safe deposit lockers
444217004,boxes and lockers
444217107,left luggage lockers
444217200,lockers
444217217,safe deposit boxes
444217224,safety cases
444217808,deed boxes
444217901,cash boxes
444220004,letterboxes
444230001,miscellaneous articles
444231002,bells
444232003,ladders
444232209,folding steps
444232302,step stools
444233004,goods handling equipment
444233303,platforms for handling goods
444233406,wire rope accessories for handling goods
444234005,signs and related items
444234500,nameplates
444234603,address plates
444237008,manhole elements
444237101,surface boxes
444237204,boundary boxes
444237307,manhole frames
444237400,manhole covers
444237503,drain covers
444237606,access covers
444237905,manhole step irons
444238009,metal stamps
444238102,rubber stamps
444238504,shapes
444239000,sacrificial anodes
444240008,meter housing boxes and tape
444241009,meter housing boxes
444242000,adhesive tape
444243001,reflective tape
444250005,rings seals bands sticks and grout packers
444251006,elastic rings
444251109,self adhesive reinforcement rings
444252007,rubber seals
444253008,rubber bands
444254009,grout packers
444255000,plastic sticks
444300003,armour plating
444310000,cover plates
444400006,bearings
444410003,microbeads
444420000,roller bearings
444500009,mild steel
444510006,coin blanks
444520003,coin boxes
444600002,props and mining struts
444610009,props
444611000,mine props
444620006,mining struts
444640000,caterpillar tracks
444700005,cast iron products
444800008,miscellaneous fire protection equipment
444810005,platforms ladders
444811006,fire ladders
444820002,fire protection devices
444821003,fire hoses
444822004,fire hydrants
445000005,tools locks keys hinges fasteners chain and springs
445100008,tools
445110005,hand tools
445111006,spades and shovels
445111109,spades
445111202,shovels
445112007,gardening forks
445113008,mattocks picks hoes rakes and beach rakes
445113101,mattocks
445113204,picks
445113307,hoes
445113400,rakes
445113417,beach rakes
445114009,axes
445115000,hand saws
445115103,handsaw blades
445120002,miscellaneous hand tools
445121003,chisels
445122004,pliers
445122107,crimping pliers
445123005,hammers
445124006,wire grips
445125007,spanners
445126008,roadworking tools
445126101,spikes for piercing road surfaces
445127009,files or rasps
445128000,screwdrivers
445129001,drill bits screwdriver bits and other accessories
445129104,drill bits
445129207,screwdriver bits
445129300,tool carriers
445129403,tool kits
445130009,treadle operated tools
445140006,tool handles and tool parts
445141007,tool handles
445142008,tool parts
445200001,locks keys and hinges
445210008,miscellaneous padlocks and locks
445211009,locks
445211102,door locks
445211205,electronic security lock
445211308,enhanced security lock
445211401,furniture locks
445212000,padlocks and chains
445212103,padlocks
445220005,clasps lock parts and keys
445221006,clasps
445222007,keys
445223008,parts of padlocks
445224009,parts of locks
445230002,hinges mountings and fittings
445231003,hinges
445232004,mountings
445233005,fittings
445300004,fasteners
445310001,threaded fasteners
445311002,wood screws
445312003,screw hooks or screw rings
445313004,self tapping screws
445314005,bolts
445315006,flange jointing sets
445315109,bolts and screws
445315202,coach bolts and screws
445316007,nuts
445317008,iron or steel threaded articles
445320008,non threaded fasteners
445321009,rivets
445322000,washers
445323001,cotter pins
445324002,steel fishplates
445330005,copper fasteners
445400007,chain
445410004,articulated chain
445420001,parts of chain
445500000,springs
446000006,tanks reservoirs and containers central heating radiators and boilers
446100009,tanks reservoirs containers and pressure vessels
446110006,tanks
446111007,air cylinders
446111100,compressed air cylinders
446112008,breathing apparatus
446114000,storage tanks
446114103,oil storage tanks
446114206,sludge storage tanks
446115001,water tanks
446116002,reservoirs
446120003,liquefied gas containers
446121004,gas cylinders
446122005,gas tanks
446130000,large containers
446131104,silos
446132002,refrigerated containers
446132105,water chambers
446133003,standard freight containers
446134004,storage containers
446135005,water containers
446136006,wheeled containers
446137007,refuse skips
446138008,containers for waste material
446140007,casks
446141008,storage bins
446143000,container storage system
446143103,stacking machinery
446150004,pressure vessels
446151005,steel pressure vessels
446160001,drums
446162003,waste drums
446170008,boxes
446171009,cartons
446172000,meter housings
446173001,prefabricated boxes
446180005,light containers corks tops for containers vats and lids
446181006,light containers
446183008,corks stoppers tops for containers and lids
446183101,corks
446183204,stoppers
446183307,tops for containers
446183400,lids
446183503,plastic caps
446184009,cans
446184205,food cans
446185000,vats
446190002,other containers
446191003,cases
446192004,cable drums
446193005,crates
446194006,barrels
446195007,pallet boxes
446200002,central heating radiators and boilers and parts
446210009,radiators and boilers
446211000,radiators
446211103,central heating radiators
446211110,non electrically heated central heating radiators
446211127,parts of central heating radiators
446212001,boilers
446212104,water boilers
446212207,central heating boilers
446212214,parts of central heating boilers
446220006,heat recovery systems
446221007,heat recovery equipment
448000008,paints varnishes and mastics
448100001,paints
448110008,road paint
448120005,artists paints
448121006,enamels and glazes
448122007,oil and water paints
448122100,oil paints
448122203,water paints
448123008,students paints
448123101,colours in sets
448123204,signboard painters colours
448124009,decorating supplies
448200004,varnishes
448300007,mastics fillers putty and solvents
448310004,mastics fillers putty
448311005,mastics
448312006,fillers
448313007,putty
448314008,grout
448320001,solvents
448321002,paint stripper
448322003,thinners
449000009,stone for construction limestone gypsum and slate
449100002,stone for construction
449110009,marble and calcarous building stone
449111000,marble
449112001,travertine
449120006,miscellaneous building stone
449121007,granite
449122008,sandstone
449123009,basalt
449124000,kerbstones
449200005,limestone gypsum and chalk
449210002,limestone and gypsum
449211003,gypsum
449212004,lime
449212107,powdered lime
449213005,limestone
449220009,chalk and dolomite
449221000,chalk
449222001,dolomite
449300008,slate
450000007,construction work
451000008,site preparation work
451100001,building demolition and wrecking work and earthmoving work
451110008,demolition site preparation and clearance work
451111009,demolition work
451112000,site preparation and clearance work
451112103,blasting and associated rock removal work
451112110,blasting work
451112127,rock removal work
451112134,site clearance work
451112141,blast clearing work
451112206,scrub removal work
451112309,ground stabilisation work
451112402,ground drainage work
451112505,ground investigation work
451112608,site preparation work for mining
451112907,primary works for services
451112914,site development work
451113001,dismantling works
451113104,dismantling works for military installations
451113207,dismantling works for security installations
451120005,excavating and earthmoving work
451121006,trench digging work
451122007,soil stripping work
451122100,topsoil stripping work
451123008,infill and land reclamation work
451123101,infill work
451123204,land reclamation work
451123307,site reclamation work
451123400,soil decontamination work
451123503,reclamation of waste land
451123606,land rehabilitation work
451124009,excavating work
451124102,grave digging work
451124205,basement excavation work
451124401,terracing of hillsides
451124418,terracing work
451124504,excavation work at archaeological sites
451125000,earthmoving work
451126001,cut and fill
451127002,landscaping work
451127105,landscaping work for green areas
451127112,landscaping work for parks
451127129,landscaping work for gardens
451127136,landscaping work for roof gardens
451127143,landscaping work for cemeteries
451127208,landscaping work for sports grounds and recreational areas
451127215,landscaping work for golf courses
451127222,landscaping work for riding areas
451127239,landscaping work for playgrounds
451127301,landscaping work for roads and motorways
451127404,landscaping work for airports
451130002,siteworks
451200004,test drilling and boring work
451210001,test drilling work
451220008,test boring work
452000009,works for complete or part construction and civil engineering work
452100002,building construction work
452110009,construction work for multi dwelling buildings and individual houses
452111000,construction work for houses
452112001,sheltered housing construction work
452113002,houses construction work
452113105,bathrooms construction work
452113208,porches construction work
452113404,multi dwelling buildings construction work
452113411,flats construction work
452113507,multi functional buildings construction work
452113600,urban development construction work
452113703,construction works for saunas
452120006,construction work for buildings relating to leisure sports culture lodging and restaurants
452121007,construction work of leisure facilities
452121100,leisure centre construction work
452121203,theme park construction work
452121306,amusement park construction work
452121409,recreation installation
452121502,cinema construction work
452121605,casino construction work
452121708,entertainment building construction work
452121715,entertainment centre construction work
452121722,recreation centre construction work
452121801,ticket offices construction work
452121904,sun protection works
452122008,construction work for sports facilities
452122101,single purpose sports facilities construction work
452122118,ice rink construction work
452122125,construction work for swimming pool
452122132,sport markings works
452122204,multi purpose sports facilities construction work
452122211,construction work in connection with structures for sports ground
452122228,gymnasium construction work
452122235,winter sports facilities construction work
452122242,stadium construction work
452122259,sports hall construction work
452122307,installation of changing rooms
452122905,repair and maintenance work in connection with sports facilities
452123009,construction work for art and cultural buildings
452123102,construction work for buildings relating to exhibitions
452123119,art gallery construction work
452123126,exhibition centre construction work
452123133,museum construction work
452123140,historical monument or memorial construction work
452123205,construction work for buildings relating to artistic performances
452123212,auditorium construction work
452123229,theatre construction work
452123308,library construction work
452123315,multimedia library construction work
452123401,lecture hall construction work
452123504,buildings of particular historical or architectural interest
452123511,prehistoric monument construction work
452123528,industrial monument construction work
452123535,palace construction work
452123542,castle construction work
452123607,religious buildings construction work
452123614,church construction work
452124000,accommodation and restaurant buildings
452124103,construction work for lodging buildings
452124110,hotel construction work
452124127,hostel construction work
452124134,short stay accommodation construction work
452124206,construction work for restaurants and similar facilities
452124213,restaurant construction work
452124220,canteen construction work
452124237,cafeteria construction work
452125001,kitchen or restaurant conversion
452126002,pavilion construction work
452130003,construction work for commercial buildings warehouses and industrial buildings buildings relating to transport
452131004,construction work for commercial buildings
452131107,shop buildings construction work
452131114,shopping centre construction work
452131121,shop units construction work
452131200,post office construction work
452131303,bank construction work
452131406,market construction work
452131413,covered market construction work
452131420,open air market construction work
452131509,office block construction work
452132005,construction work for warehouses and industrial buildings
452132108,cold storage installations
452132201,construction work for warehouses
452132218,warehouse stores construction work
452132304,abattoir construction work
452132407,agricultural buildings construction work
452132414,barn construction work
452132421,cowsheds construction work
452132500,construction work for industrial buildings
452132517,industrial units construction work
452132524,workshops construction work
452132603,stores depot construction work
452132706,construction works for recycling station
452132809,construction works for compost facility
452133006,buildings associated with transport
452133109,construction work for buildings relating to road transport
452133116,bus station construction work
452133123,car park building construction work
452133130,service area building construction work
452133147,bus garage construction work
452133154,bus stop shelter construction work
452133161,installation works of walkways
452133202,construction work for buildings relating to railway transport
452133219,railway station construction work
452133226,rail terminal building construction work
452133305,construction work for buildings relating to air transport
452133312,airport buildings construction work
452133329,airport control tower construction work
452133336,installation works of airport check in counters
452133408,construction work for buildings relating to water transport
452133415,ferry terminal building construction work
452133422,ro ro terminal construction work
452133501,construction work for buildings relating to various means of transport
452133518,maintenance hangar construction work
452133525,service depot construction work
452133532,installation works of passenger boarding bridges
452134007,installation of staff rooms
452140000,construction work for buildings relating to education and research
452141001,construction work for kindergarten buildings
452142002,construction work for school buildings
452142105,primary school construction work
452142208,secondary school construction work
452142301,special school construction work
452143003,construction work for college buildings
452143106,vocational college construction work
452143209,technical college construction work
452144004,construction work for university buildings
452144107,polytechnic construction work
452144200,lecture theatre construction work
452144303,language laboratory construction work
452145005,construction work for buildings of further education
452146006,construction work for research buildings
452146109,laboratory building construction work
452146202,research and testing facilities construction work
452146305,scientific installations
452146312,installation works of cleanrooms
452146408,meteorological stations construction work
452147007,construction work for halls of residence
452147100,entrance hall construction work
452148008,training facilities building
452150007,construction work for buildings relating to health and social services for crematoriums and public conveniences
452151008,construction work for buildings relating to health
452151101,spa construction work
452151204,special medical building construction work
452151307,clinic construction work
452151400,hospital facilities construction work
452151417,operating theatre construction work
452151424,intensive care unit construction work
452151431,diagnostic screening room construction work
452151448,screening rooms construction work
452151455,fluoroscopy room construction work
452151462,pathology room construction work
452151479,forensic room construction work
452151486,catheter room construction work
452152009,construction work for social services buildings
452152102,construction work for subsidised residential accommodation
452152126,retirement home construction work
452152133,nursing home construction work
452152140,residential homes construction work
452152157,children s home construction work
452152205,construction work for social facilities other than subsidised residential accommodation
452152212,daycare centre construction work
452152229,civic centre construction work
452153000,construction work for crematoriums
452154001,cemetery works
452155002,public conveniences
452160004,construction work for buildings relating to law and order or emergency services and for military buildings
452161005,construction work for buildings relating to law and order or emergency services
452161108,construction work for buildings relating to law and order
452161115,police station construction work
452161122,court building construction work
452161139,prison building construction work
452161146,parliament and public assembly buildings
452161201,construction work for buildings relating to emergency services
452161218,fire station construction work
452161225,ambulance station construction work
452161232,mountain rescue building construction work
452161249,lifeboat station construction work
452161256,emergency services building construction work
452161263,coastguard building construction work
452161270,rescue service station construction work
452161287,lighthouse construction work
452161294,protective shelters
452162006,construction work for military buildings and installations
452162202,military bunker construction work
452162305,military shelter construction work
452162501,trench defences construction work
452170001,inflatable buildings construction work
452200005,engineering works and construction works
452210002,construction work for bridges and tunnels shafts and subways
452211003,construction work for bridges
452211106,bridge construction work
452211113,road bridge construction work
452211120,railway bridge construction work
452211137,footbridge construction work
452211144,construction work for iron bridges
452211151,construction work for steel bridges
452211175,weighbridge construction work
452211182,pipeline carrying bridge construction work
452211199,bridge renewal construction work
452211209,viaduct construction work
452211216,road viaduct construction work
452211223,railway viaduct construction work
452212004,construction work for tunnels shafts and subways
452212107,covered or partially covered excavations
452212114,underpass
452212138,covered or partially covered railway excavations
452212145,covered or partially covered road excavations
452212200,culverts
452212303,shafts
452212406,construction work for tunnels
452212413,road tunnel construction work
452212420,railway tunnel construction work
452212437,pedestrian tunnel construction work
452212444,canal tunnel construction work
452212451,under river tunnel construction work
452212468,undersea tunnel construction work
452212475,tunnelling works
452212482,tunnel linings construction work
452212509,underground work other than tunnels shafts and subways
452220009,construction work for engineering works except bridges tunnels shafts and subways
452221000,waste treatment plant construction work
452221103,waste disposal site construction work
452222001,engineering work for military installations
452223002,engineering work for security installations
452230006,structures construction work
452231007,assembly of metal structures
452231100,installation of metal structures
452232008,structural works
452232101,structural steelworks
452232204,structural shell work
452233009,parking lot construction work
452233102,underground car park construction work
452233205,park and ride facility construction work
452234000,radar station construction work
452235001,reinforced concrete structures
452236002,dog kennels construction work
452237003,service area construction work
452237106,motorway service area construction work
452237209,petrol gas stations construction work
452238004,assembly and erection of prefabricated structures
452238107,prefabricated constructions
452238200,prefabricated units and components
452238217,prefabricated units
452238224,prefabricated components
452300008,construction work for pipelines communication and power lines for highways roads airfields and railways flatwork
452310005,construction work for pipelines communication and power lines
452311006,general construction work for pipelines
452311109,pipelaying construction work
452311116,pipeline lifting and relaying
452311123,installation of pipe system
452311130,pipeline relaying works
452312007,construction work for oil and gas pipelines
452312100,construction work for oil pipelines
452312203,construction work for gas pipelines
452312210,gas supply mains construction work
452312227,gasholder works
452312234,gas distribution ancillary work
452313008,construction work for water and sewage pipelines
452314009,construction work for electricity power lines
452315000,compressed air pipeline work
